entry_z,exit_z,drift_limit,adverse_z_stop,max_hold_bars,require_turn,total_profit_units,num_trades,win_rate,avg_profit_units,max_drawdown_units,short_trade_profit,long_trade_profit,robust_score
2.2,0.3,None,1.1,None,True,3007.180700000001,93,0.6881720430107527,32.33527634408603,1143.6505975000018,2695.255222499999,311.92547750000176,2149.4427518749994
1.8,0.6,None,None,None,True,3183.911855000005,130,0.7230769230769231,24.49162965384619,1382.0479600000026,2834.3894850000015,349.5223700000033,2147.375885000003
2.0,0.4,None,1.1,120,True,3026.753307499999,129,0.627906976744186,23.46320393410852,1179.5561274999973,2766.154572499998,260.5987350000014,2142.086211875001
2.6,0.5,None,0.5,180,False,2935.6319125000036,102,0.5882352941176471,28.78070502450984,1063.650670000001,2304.2060725,631.4258400000035,2137.893910000003
2.0,0.4,None,1.1,80,True,2855.9278274999997,147,0.564625850340136,19.428080459183672,957.8234925000024,2618.924069999998,237.00375750000148,2137.560208124998
1.8,0.5,None,None,180,True,2981.064584999999,134,0.7089552238805971,22.24675063432835,1136.4200950000031,3025.2953774999987,-44.23079249999955,2128.749513749997
2.0,0.5,1.0,None,None,True,3108.0707649999995,92,0.7065217391304348,33.78337788043478,1312.4181075000024,2474.8220850000007,633.2486799999988,2123.7571843749975
1.8,0.3,None,None,180,True,2902.0129400000005,126,0.7063492063492064,23.031848730158735,1044.7287325000025,2963.8713799999978,-61.858439999997245,2118.466390624999
2.6,0.5,None,1.1,180,True,2506.0907849999976,55,0.7454545454545455,45.565286999999955,518.02884,961.6007950000003,1544.4899899999973,2117.5691549999974
2.6,0.6,None,0.5,180,True,2442.765594999997,63,0.6825396825396826,38.774057063492016,437.9917600000008,1005.6315499999992,1437.134044999998,2114.2717749999965
1.8,0.3,None,0.8,180,False,2904.525082499994,213,0.568075117370892,13.636267992957718,1062.2226249999994,3002.601229999994,-98.07614749999993,2107.858113749994
2.0,0.6,None,None,80,True,2821.5041925000005,141,0.6028368794326241,20.010668031914896,957.1217575000019,2629.463282499999,192.04091000000153,2103.662874374999
2.2,0.3,None,0.5,None,False,3088.4897725,170,0.5058823529411764,18.167586897058825,1315.7371174999998,3030.0147825000013,58.4749899999988,2101.6869343750004
2.2,0.3,None,0.8,None,True,3005.8104074999983,103,0.6213592233009708,29.182625315533965,1214.4921950000016,2726.7037949999976,279.10661250000067,2094.9412612499973
2.0,0.3,None,0.8,80,True,2770.2614024999966,156,0.532051282051282,17.758085913461517,915.5971100000033,3032.9303949999967,-262.66899250000006,2083.563569999994
2.2,0.4,None,0.8,None,False,3115.769569999996,137,0.6204379562043796,22.742843576642304,1393.7371900000016,2957.3089999999947,158.4605700000011,2070.4666774999946
2.0,0.4,None,0.5,80,True,2764.9136974999983,182,0.510989010989011,15.191833502747244,934.411855000003,2960.2555124999953,-195.34181499999704,2064.104806249996
2.6,0.5,None,None,180,True,2453.6937124999977,51,0.7647058823529411,48.111641421568585,529.9629924999999,890.3086375000003,1563.3850749999974,2056.221468124998
2.0,0.6,1.0,0.5,None,True,2617.5023500000007,114,0.5701754385964912,22.960546929824567,754.0332500000022,1675.1279375000013,942.3744124999994,2051.977412499999
2.2,0.5,None,1.1,180,False,2856.5417074999987,131,0.6412213740458015,21.805661889312965,1075.2553675000036,2562.78045,293.76125749999846,2050.100181874996
2.4,0.3,None,1.1,None,False,3155.7488249999997,98,0.6836734693877551,32.20151862244898,1487.2247574999992,2571.2820024999974,584.4668225000023,2040.3302568750003
2.6,0.4,None,0.8,None,True,2614.061582499995,55,0.7272727272727273,47.52839240909082,767.366535000001,1016.777519999996,1597.284062499999,2038.5366812499942
2.6,0.5,None,0.5,None,True,2608.699892499998,62,0.6935483870967742,42.0758047177419,765.4838100000006,871.4320200000002,1737.2678724999978,2034.5870349999975
1.8,0.4,None,0.8,None,True,2886.5311899999997,160,0.6,18.040819937499997,1152.8997125000014,2940.7251199999955,-54.19392999999582,2021.8564056249986
2.4,0.4,None,0.5,180,False,2815.668630000001,145,0.5241379310344828,19.418404344827593,1058.5889424999978,2280.722334999996,534.9462950000052,2021.7269231250027
2.0,0.5,None,0.8,180,False,2882.08312499999,184,0.6086956521739131,15.663495244565164,1159.2572825000052,3280.644924999994,-398.56180000000404,2012.6401631249862
2.2,0.5,None,0.8,None,False,3121.4882199999956,141,0.6099290780141844,22.138214326241105,1478.9615125000028,2862.8854374999974,258.6027824999983,2012.2670856249936
2.4,0.3,None,0.8,180,True,2842.923490000002,81,0.654320987654321,35.09782086419756,1109.792374999999,1921.9030349999975,921.0204550000044,2010.5792087500026
1.8,0.5,None,None,120,True,2868.1962800000038,149,0.6644295302013423,19.249639463087274,1147.8811725000023,3261.653237499997,-393.4569574999932,2007.285400625002
2.2,0.4,None,1.1,None,False,3055.6295624999975,124,0.6693548387096774,24.642173891129012,1398.2207100000005,2953.1792924999972,102.45027000000027,2006.9640299999971
2.0,0.5,None,1.1,None,False,3032.189809999997,154,0.6428571428571429,19.6895442207792,1384.3401175000017,3265.1180724999967,-232.92826249999962,1993.9347218749958
